,song,artist,date,explicit,uri,popularity,ironhacker,links,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_href,analysis_url,duration_ms,time_signature,artist2,letras
212,Plug in Baby,Muse,2001,False,spotify:track:2UKARCqDrhkYDoVR4FN5Wi,63,Edu,https://open.spotify.com/track/2UKARCqDrhkYDoVR4FN5Wi,0.408,0.965,2,-4.232,1,0.05,6.94e-06,0.000402,0.11,0.349,136.018,audio_features,2UKARCqDrhkYDoVR4FN5Wi,https://api.spotify.com/v1/tracks/2UKARCqDrhkYDoVR4FN5Wi,https://api.spotify.com/v1/audio-analysis/2UKARCqDrhkYDoVR4FN5Wi,218000,4,Muse,"[Verse 1]I've exposed your lies, babyThe underneath's no big surpriseNow it's time for changingAnd cleansing everythingTo forget your love[Chorus]My plug in babyCrucifies my enemiesWhen I'm tired of giving, whoaMy plug in babyIn unbroken virgin realitiesIs tired of living[Verse 2]Don't confuseBaby you're gonna loseYour own gameChange meAnd replace the envyingTo forget your love[Chorus]My plug in babyCrucifies my enemiesWhen I'm tired of giving, whoaMy plug in babyIn unbroken virgin realitiesIs tired of living[Outro]And I've seen your lovingMine is goneAnd I've been in troubleWooaahhh"
213,Impossible Germany,Wilco,2007-05-11,False,spotify:track:6L0BBPYeWnaQJeDa0ox0IA,49,Edu,https://open.spotify.com/track/6L0BBPYeWnaQJeDa0ox0IA,0.553,0.727,4,-6.395,0,0.0254,0.584,0.138,0.113,0.507,104.95,audio_features,6L0BBPYeWnaQJeDa0ox0IA,https://api.spotify.com/v1/tracks/6L0BBPYeWnaQJeDa0ox0IA,https://api.spotify.com/v1/audio-analysis/6L0BBPYeWnaQJeDa0ox0IA,357160,4,Wilco,"[Instrumental Intro 0:00-0:19][Verse 1]Impossible GermanyUnlikely JapanWherever you goWherever you landI'll say what this means to meI'll do what I canImpossible GermanyUnlikely Japan[Verse 2]The fundamental problemWe all need to faceThis is importantBut I know you're not listeningOh, I know you're not listening[Verse 3]If this was still new to meI wouldn't understandImpossible GermanyUnlikely JapanBut this is what love is forTo be out of placeGorgeous and aloneFace to face[Verse 4]With no larger problemsThat need to be erasedNothing more important than to knowSomeone's listeningNow I knowYou'll be listening[Guitar Solo Outro 2:45-5:57]"
214,Changes,Mutemath,2016-09-23,False,spotify:track:6V1a8ME9mkf4xyDoU3iqJB,24,Edu,https://open.spotify.com/track/6V1a8ME9mkf4xyDoU3iqJB,0.559,0.551,6,-7.013,1,0.0936,0.0663,1.59e-06,0.115,0.272,80.039,audio_features,6V1a8ME9mkf4xyDoU3iqJB,https://api.spotify.com/v1/tracks/6V1a8ME9mkf4xyDoU3iqJB,https://api.spotify.com/v1/audio-analysis/6V1a8ME9mkf4xyDoU3iqJB,234800,4,Mutemath,"[Verse 1]Stay where you likeThey won't careYou pay for the rightBut what is there?When every place in the worldIs all built upEvery space in the herdIs all filled up[Pre-Chorus]I can hear all the obsoleteFrom a landfill, singing out[Chorus]I'm just suffering from changesLocked outside for goodPaper cut by turning pagesSitting under dust causeI'm not understood[Verse 2]Monuments blush while risingIn the ashes and dust horizonWhen everything has to turnAnd march onwardOnly fall if you're sureThat you fall forward[Pre-Chorus]I can hear pallid choirs singFrom their headstone hymnals now[Chorus]I'm just suffering from changesLocked outside for goodPaper cut by turning pagesSitting under dust causeI'm not understood"
215,Sometimes,NEFFEX,2020-09-09,False,spotify:track:00vP8YJxu5jDgIo7KTR2Gu,25,Edu,https://open.spotify.com/track/00vP8YJxu5jDgIo7KTR2Gu,0.814,0.571,4,-10.378,0,0.27,0.0822,0.0,0.749,0.533,86.909,audio_features,00vP8YJxu5jDgIo7KTR2Gu,https://api.spotify.com/v1/tracks/00vP8YJxu5jDgIo7KTR2Gu,https://api.spotify.com/v1/audio-analysis/00vP8YJxu5jDgIo7KTR2Gu,154825,4,NEFFEX,"[Chorus]Sometimes I'm alright, sometimes I don't knowWatching time fly makes me feel oldSometimes you move up, sometimes you lose trackBut all the ups and downs that life has got me coming right back[Verse 1]You got your ups and your downs, confident to clownYou could feel left out of your own damn houseBe on top of the world, kissin' on a girlSo nervous you could feel what it means to be realYou can need your own space, get your own placeBut feel so alone when nobody wants to stayYou could finally fall in loveYou fit just like a glove, then find out you're not enough, no[Chorus]Sometimes I'm alright, sometimes I don't knowWatching time fly makes mе feel oldSometimes when I'm high my mind is so lowWondеring why my room is so coldSometimes I'm in love, sometimes I fall fastLosing my trust, run from my pastSometimes you move up, sometimes you lose trackBut all the ups and downs that life has got me coming right back(And all the ups and downs that life has got me coming right back)[Verse 2]And I don't understand where I want to goLooking like I'm feeling high, but I'm still so lowWish I understood why I am so aloneGot no one to trust, I'm just standing on my own two feetAnd all these secrets that I keepWish I could just fall in love, wish I could just fall asleepThink that I've been hurt enough by some friends I didn't needAs I sit up on this bluff and I smoke a little weed'Cause everything doesn't feel the same to meI'm patiently waiting for the pain to seep out of my skinAnd into someone gracefullyAnd maybe then you could finally get a taste of meGot no friends 'cause they become so fake whenYou make a statement and the world engages, and I spendAll of my time makingSomething that I hope can finally make some changes, oh"
216,So Strange,"['Polyphia', 'Cuco']",2018-10-12,False,spotify:track:6NatBOifiBW6JH0y5I15st,46,Edu,https://open.spotify.com/track/6NatBOifiBW6JH0y5I15st,0.553,0.885,0,-4.063,1,0.0385,0.000667,0.00072,0.209,0.484,96.025,audio_features,6NatBOifiBW6JH0y5I15st,https://api.spotify.com/v1/tracks/6NatBOifiBW6JH0y5I15st,https://api.spotify.com/v1/audio-analysis/6NatBOifiBW6JH0y5I15st,240006,4,Polyphia,[Chorus: Cuco]And if nothing's changed at allShould it be so strange at allOh baby I need youTo hold my hand whenever you’re hereAnd I must admit that IThink of you like every nightYour eyes and your smileI can't seem to get it out of my mind[Chorus: Cuco]And if nothing's changed at allShould it be so strange at allOh baby I need youTo hold my hand whenever you’re hereAnd I must admit that IThink of you like every nightYour eyes and your smileI can't seem to get it out of my mind[Chorus: Cuco]And if nothing's changed at allShould it be so strange at allOh baby I need youTo hold my hand whenever you're hereAnd I must admit that IThink of you like every nightYour eyes and your smileI can't seem to get it out of my mind
217,All Time Low,Jon Bellion,2016-06-10,True,spotify:track:1CnPYaKxTVb4LWOtiGOm0m,69,Edu,https://open.spotify.com/track/1CnPYaKxTVb4LWOtiGOm0m,0.617,0.567,0,-4.188,1,0.0828,0.0584,0.0,0.0933,0.505,90.246,audio_features,1CnPYaKxTVb4LWOtiGOm0m,https://api.spotify.com/v1/tracks/1CnPYaKxTVb4LWOtiGOm0m,https://api.spotify.com/v1/audio-analysis/1CnPYaKxTVb4LWOtiGOm0m,217603,4,Jon Bellion,"[Verse 1]I was the knight in shining armor in your movieWould put your lips on mine and love the aftertasteNow I'm a ghost, I call your name, you look right through meYou're the reason I'm alone and masturbate[Pre-Chorus]I, I've been trying to fix my prideBut that shit's broken, that shit's brokenLie, lie, l-lie I tried to hideBut now you know it[Chorus]That I'm at an all timeLow, low, low, low, low, low, low, low, lowLow, low, low, low, low, low, low, low, lowLow, low, low, low, low, low, low, low, lowLow, low, low, low, low, low, low, low, low[Verse 2]I was the prototype like 3 Stacks on that CDAn example of the perfect candidateNow, all your girlfriends say that you don't want to see meYou're the reason that I just can't concentrate[Pre-Chorus]I, (I, I) I've been trying to fix my prideBut that shit's broken, that shit's brokenLie (lie, lie), lie, in the light I tried to hideBut now you know it[Chorus]That I'm at an all timeLow, low, low, low, low, low, low, low, lowLow, low, low, low, low, low, low, low, lowLow, low, low, low, low, low, low, low, lowLow, low, low, low, low, low, low, low, low"
218,Level of Concern,Twenty One Pilots,2020-04-09,False,spotify:track:6xZ4Q2k2ompmDppyeESIY8,67,Edu,https://open.spotify.com/track/6xZ4Q2k2ompmDppyeESIY8,0.754,0.583,4,-7.34,0,0.0432,0.32,0.00015,0.144,0.77,122.012,audio_features,6xZ4Q2k2ompmDppyeESIY8,https://api.spotify.com/v1/tracks/6xZ4Q2k2ompmDppyeESIY8,https://api.spotify.com/v1/audio-analysis/6xZ4Q2k2ompmDppyeESIY8,220051,4,Twenty One Pilots,"[Intro]Need you, tell meNeed you, tell me[Verse 1]Panic on the brain, world has gone insaneThings are starting to get heavy, mmI can't help but think I haven't felt this waySince I asked you to go steady[Pre-Chorus]Wonderin' would you be my little quarantine?Or is this the way it ends?[Chorus]'Cause I told you my level of concernBut you walked by like you never heardAnd you could bring down my level of concernJust need you to tell me we're alright, tell me we're okay[Verse 2]Panic on the brain, Michael's gone insaneJulie starts to make me nervousI don't really care what they would sayI'm asking you to stayIn my bunker underneath the surface[Pre-Chorus]Wonderin' would you be (Would you be)My little quarantine? (Quarantine)Or is this the way it ends?[Chorus]'Cause I told you my level of concernBut you walked by like you never heardAnd you could bring down my level of concernJust need you to tell me we're alright, tell me we're okay, yeah[Post-Chorus]Tell me we're alright, tell me we're okay, yeahTell me we're alright, tell me we're okayBring down my level of concernJust need you to tell me we're alright, tell me we're okay, yeah"
219,Nine in the Afternoon,Panic! At The Disco,2008-03-07,False,spotify:track:7M1BnwI6yEUXXNpr1AuF9B,29,Edu,https://open.spotify.com/track/7M1BnwI6yEUXXNpr1AuF9B,0.387,0.802,10,-3.329,1,0.0447,0.0171,0.0,0.215,0.395,154.987,audio_features,7M1BnwI6yEUXXNpr1AuF9B,https://api.spotify.com/v1/tracks/7M1BnwI6yEUXXNpr1AuF9B,https://api.spotify.com/v1/audio-analysis/7M1BnwI6yEUXXNpr1AuF9B,192947,4,Panic At The Disco,"[Verse 1]Back to the street where we beganFeeling as good as lovers can, you knowYeah, we're feeling so goodPicking up things we shouldn't readIt looks like the end of history as we knowIt's just the end of the worldBack to the street where we beganFeeling as good as love, you could, you can[Pre-Chorus]Into a place where thoughts can bloomInto a room where it's nine in the afternoonAnd we know that it could beAnd we know that it shouldAnd you know that you feel it too[Chorus]'Cause it's nine in the afternoonAnd your eyes are the size of the moonYou could 'cause you can, so you doWe're feeling so good just the way that we doWhen it's nine in the afternoonYour eyes are the size of the moonYou could 'cause you can, so you doWe're feeling so good[Verse 2]Back to the street, down to our feetLosing the feeling of feeling uniqueDo you know what I mean?Back to the place where we used to say""Man, it feels good to feel this way""Now I know what I meanBack to the street, back to the placeBack to the room where it all began, heyBack to the room where it all began[Chorus]'Cause it's nine in the afternoonYour eyes are the size of the moonYou could 'cause you can, so you doWe're feeling so good just the way that we doWhen it's nine in the afternoonYour eyes are the size of the moonYou could 'cause you can, so you doWe're feeling so good just the way that we doWhen it's nine in the afternoonYour eyes are the size of the moonYou could 'cause you can, so you doWe're feeling so good just the way that we doWhen it's nine in the afternoon"
221,Blinding Lights,The Weeknd,2020-03-20,False,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,89,Edu,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,audio_features,0VjIjW4GlUZAMYd2vXMi3b,https://api.spotify.com/v1/tracks/0VjIjW4GlUZAMYd2vXMi3b,https://api.spotify.com/v1/audio-analysis/0VjIjW4GlUZAMYd2vXMi3b,200040,4,The Weeknd,"[Intro]Yeah[Verse 1]I've been tryna callI've been on my own for long enoughMaybe you can show me how to love, maybeI'm going through withdrawalsYou don't even have to do too muchYou can turn me on with just a touch, baby[Pre-Chorus]I look around andSin City's cold and empty (Oh)No one's around to judge me (Oh)I can't see clearly when you're gone[Chorus]I said, ooh, I'm blinded by the lightsNo, I can't sleep until I feel your touchI said, ooh, I'm drowning in the nightOh, when I'm like this, you're the one I trustHey, hey, hey[Verse 2]I'm running out of time'Cause I can see the sun light up the skySo I hit the road in overdrive, baby, oh[Pre-Chorus]The city's cold and empty (Oh)No one's around to judge me (Oh)I can't see clearly when you're gone[Chorus]I said, ooh, I'm blinded by the lightsNo, I can't sleep until I feel your touchI said, ooh, I'm drowning in the nightOh, when I'm like this, you're the one I trust"
224,Knowhow,Fox Stevenson,2017-02-03,False,spotify:track:7n4LoESbZ21m9dMv7fhLmb,21,Edu,https://open.spotify.com/track/7n4LoESbZ21m9dMv7fhLmb,0.52,0.901,5,-3.083,0,0.121,0.00793,0.000901,0.0744,0.62,175.048,audio_features,7n4LoESbZ21m9dMv7fhLmb,https://api.spotify.com/v1/tracks/7n4LoESbZ21m9dMv7fhLmb,https://api.spotify.com/v1/audio-analysis/7n4LoESbZ21m9dMv7fhLmb,268832,4,Fox Stevenson,[Verse]Do you ever-ever wonder if we could've done it better?If we took it all back and gave it more time?I never ever-ever tried to keep myself togetherI'm just making my tracks and doing my timeDo you ever-ever wonder if we could've done it betterIf we took it all back and gave it more time?I never ever-ever try to keep myself together'Cause I don't know how[Drop][Verse]Do you ever-ever wonder if we could've done it better?If we took it all back and gave it more time?I never ever-ever tried to keep myself togetherI'm just making my tracks and doing my timeDo you ever-ever wonder if we could've done it betterIf we took it all back and gave it more time?I never ever-ever try to keep myself together'Cause I don't know how[Drop][Verse]Do you ever-ever wonder if we could've done it better?If we took it all back and gave it more time?I never ever-ever tried to keep myself togetherI'm just making my tracks and doing my timeDo you ever-ever wonder if we could've done it betterIf we took it all back and gave it more time?I never ever-ever try to keep myself together'Cause I don't know how[Drop][Verse]Do you ever-ever wonder if we could've done it better?If we took it all back and gave it more time?I never ever-ever tried to keep myself togetherI'm just making my tracks and doing my timeDo you ever-ever wonder if we could've done it betterIf we took it all back and gave it more time?I never ever-ever try to keep myself together'Cause I don't know how
225,Dont Care Crown,Fox Stevenson,2020-08-28,False,spotify:track:5HRlrrGBMajbttxdTJuIHt,44,Edu,https://open.spotify.com/track/5HRlrrGBMajbttxdTJuIHt,0.571,0.85,1,-1.717,1,0.095,0.0123,1.04e-06,0.063,0.548,174.056,audio_features,5HRlrrGBMajbttxdTJuIHt,https://api.spotify.com/v1/tracks/5HRlrrGBMajbttxdTJuIHt,https://api.spotify.com/v1/audio-analysis/5HRlrrGBMajbttxdTJuIHt,188966,4,Fox Stevenson,"[Intro](Down)(Down)(Down)And I ain't gonna be taken down (Down)(Down)(Down)(Down)And I ain't gonna be taken down (Down)[Chorus]So listen up, keep your ears to the groundDon't go getting mistaken nowI'm the dude with the don't care crownAnd I ain't gonna be taken downI ain't lettin' my spirits down'Cause ain't much matter, that much I foundI'm the dude with the don't care crownAnd I ain't gonna be taken down[Drop]I ain't gonna be taken downI ain't gonna be taken down[Verse]Alright, alright, worry keeps you up all nightCould just be a problem with the things you keep inside your mindI get that it's hard to find recipes for living rightMaybe take a seat and I'll tell you how it goes (Yeah)We can never know everything, everythingSo I've been letting go everything, everythingRelax and then rejoice, 'cause you can't change a thingDisappointment is a choice, that's the thing, that's the thing[Chorus]So listen up, keep your ears to the groundDon't go getting mistaken nowI'm the dude with the don't care crownAnd I ain't gonna be taken downI ain't lettin' my spirits down'Cause ain't much matter, that much I foundI'm the dude with the don't care crownAnd I ain't gonna be taken down[Drop]I ain't gonna be taken down"
